city,tract,county,BoroCTLbl,Total,Mobile_Dependent,Wired_Broadband,No_Internet
 New York,283,Brooklyn,Brooklyn 283,1397,166,806,290
 New York,369,Brooklyn,Brooklyn 369,2095,168,1253,529
 New York,1006,Brooklyn,Brooklyn 1006,869,28,718,77
 New York,1160,Brooklyn,Brooklyn 1160,901,107,548,189
 New York,1192,Brooklyn,Brooklyn 1192,997,34,597,345
 New York,196,Brooklyn,Brooklyn 196,1420,52,907,344
 New York,234,Brooklyn,Brooklyn 234,1208,55,319,744
 New York,265,Brooklyn,Brooklyn 265,1499,195,948,266
 New York,406,Brooklyn,Brooklyn 406,1200,114,921,138
 New York,476,Brooklyn,Brooklyn 476,961,36,341,532
 New York,542,Brooklyn,Brooklyn 542,1536,96,960,345
 New York,219,Brooklyn,Brooklyn 219,1541,65,1114,241
 New York,401,Brooklyn,Brooklyn 401,1176,76,784,239
 New York,253,Brooklyn,Brooklyn 253,1276,95,926,202
 New York,1162,Brooklyn,Brooklyn 1162,801,23,552,179
 New York,1166,Brooklyn,Brooklyn 1166,962,88,648,179
 New York,331,Brooklyn,Brooklyn 331,1528,62,1112,304
 New York,357,Brooklyn,Brooklyn 357,982,68,484,328
 New York,1170,Brooklyn,Brooklyn 1170,493,110,287,73
 New York,1172.01,Brooklyn,Brooklyn 1172.01,774,35,529,151
 New York,900,Brooklyn,Brooklyn 900,1922,213,1001,573
 New York,996,Brooklyn,Brooklyn 996,1110,18,986,72
 New York,5.01,Brooklyn,Brooklyn 5.01,1788,25,1498,203
 New York,5.02,Brooklyn,Brooklyn 5.02,1522,47,1346,106
 New York,15,Brooklyn,Brooklyn 15,3664,188,3125,270
 New York,44,Brooklyn,Brooklyn 44,986,52,846,54
 New York,53,Brooklyn,Brooklyn 53,958,64,761,96
 New York,166,Brooklyn,Brooklyn 166,694,46,505,123
 New York,119,Brooklyn,Brooklyn 119,604,16,493,57
 New York,126,Brooklyn,Brooklyn 126,859,28,665,53
 New York,152,Brooklyn,Brooklyn 152,828,44,663,100
 New York,211,Brooklyn,Brooklyn 211,789,62,589,101
 New York,271,Brooklyn,Brooklyn 271,1103,88,779,172
 New York,305,Brooklyn,Brooklyn 305,2836,214,2182,357
 New York,348,Brooklyn,Brooklyn 348,751,99,590,56
 New York,356.01,Brooklyn,Brooklyn 356.01,1457,99,960,326
 New York,356.02,Brooklyn,Brooklyn 356.02,2744,142,1607,853
 New York,374.01,Brooklyn,Brooklyn 374.01,1849,118,1391,322
 New York,374.02,Brooklyn,Brooklyn 374.02,2126,254,1395,361
 New York,159,Brooklyn,Brooklyn 159,2412,168,2060,69
 New York,167,Brooklyn,Brooklyn 167,2138,94,1835,132
 New York,31,Brooklyn,Brooklyn 31,1073,29,893,145
 New York,43,Brooklyn,Brooklyn 43,1631,25,1444,145
 New York,51,Brooklyn,Brooklyn 51,1084,38,967,70
 New York,69,Brooklyn,Brooklyn 69,1698,46,1513,95
 New York,448,Brooklyn,Brooklyn 448,704,44,497,135
 New York,450,Brooklyn,Brooklyn 450,138,7,93,20
 New York,458,Brooklyn,Brooklyn 458,519,46,355,87
 New York,440,Brooklyn,Brooklyn 440,887,50,651,111
 New York,421,Brooklyn,Brooklyn 421,1382,213,865,270
 New York,425,Brooklyn,Brooklyn 425,1112,230,712,107
 New York,432,Brooklyn,Brooklyn 432,1480,49,1015,317
 New York,447,Brooklyn,Brooklyn 447,782,94,527,107
 New York,456,Brooklyn,Brooklyn 456,761,48,485,206
 New York,922,Brooklyn,Brooklyn 922,1319,86,894,299
 New York,944.02,Brooklyn,Brooklyn 944.02,1302,71,766,396
 New York,964,Brooklyn,Brooklyn 964,654,22,439,144
 New York,1016,Brooklyn,Brooklyn 1016,530,51,407,48
 New York,1018,Brooklyn,Brooklyn 1018,832,35,656,128
 New York,1020,Brooklyn,Brooklyn 1020,671,29,583,54
 New York,1078,Brooklyn,Brooklyn 1078,1867,81,1292,413
 New York,1106,Brooklyn,Brooklyn 1106,1739,287,1003,378
 New York,382,Brooklyn,Brooklyn 382,2161,311,1224,585
 New York,389,Brooklyn,Brooklyn 389,1131,104,755,172
 New York,434,Brooklyn,Brooklyn 434,1243,119,860,182
 New York,435,Brooklyn,Brooklyn 435,1477,145,1059,254
 New York,311,Brooklyn,Brooklyn 311,1172,32,722,342
 New York,314,Brooklyn,Brooklyn 314,1963,84,1435,338
 New York,341,Brooklyn,Brooklyn 341,1101,79,763,234
 New York,1182.01,Brooklyn,Brooklyn 1182.01,907,33,729,112
 New York,353,Brooklyn,Brooklyn 353,2028,153,1293,512
 New York,646,Brooklyn,Brooklyn 646,666,33,502,102
 New York,654,Brooklyn,Brooklyn 654,547,27,442,30
 New York,956,Brooklyn,Brooklyn 956,1358,20,1143,165
 New York,960,Brooklyn,Brooklyn 960,0,0,0,0
 New York,986,Brooklyn,Brooklyn 986,974,49,778,91
 New York,1026,Brooklyn,Brooklyn 1026,935,17,783,99
 New York,1034,Brooklyn,Brooklyn 1034,1737,112,1265,310
 New York,1070,Brooklyn,Brooklyn 1070,885,41,706,111
 New York,1142.01,Brooklyn,Brooklyn 1142.01,558,24,417,79
 New York,41,Brooklyn,Brooklyn 41,1375,149,1164,43
 New York,52.01,Brooklyn,Brooklyn 52.01,1071,9,569,474
 New York,56.01,Brooklyn,Brooklyn 56.01,1390,71,1131,188
 New York,56.02,Brooklyn,Brooklyn 56.02,869,97,630,113
 New York,58,Brooklyn,Brooklyn 58,1374,76,922,222
 New York,59,Brooklyn,Brooklyn 59,556,25,420,90
 New York,64,Brooklyn,Brooklyn 64,1321,180,889,222
 New York,94,Brooklyn,Brooklyn 94,1492,29,1068,360
 New York,104,Brooklyn,Brooklyn 104,1515,47,1094,310
 New York,130,Brooklyn,Brooklyn 130,1689,152,1310,182
 New York,132,Brooklyn,Brooklyn 132,681,3,498,152
 New York,206,Brooklyn,Brooklyn 206,854,24,743,69
 New York,210,Brooklyn,Brooklyn 210,1336,38,1038,175
 New York,222,Brooklyn,Brooklyn 222,1078,61,401,462
 New York,227,Brooklyn,Brooklyn 227,1645,95,1217,278
 New York,230,Brooklyn,Brooklyn 230,935,102,268,515
 New York,248,Brooklyn,Brooklyn 248,803,77,541,148
 New York,252,Brooklyn,Brooklyn 252,1869,89,1424,280
 New York,257,Brooklyn,Brooklyn 257,650,103,392,121
 New York,262,Brooklyn,Brooklyn 262,812,54,528,161
 New York,267,Brooklyn,Brooklyn 267,1830,161,1197,438
 New York,511,Brooklyn,Brooklyn 511,1945,68,1257,535
 New York,515,Brooklyn,Brooklyn 515,1106,80,947,24
 New York,527,Brooklyn,Brooklyn 527,2383,311,1301,453
 New York,529,Brooklyn,Brooklyn 529,957,50,209,639
 New York,547,Brooklyn,Brooklyn 547,1633,157,812,570
 New York,556,Brooklyn,Brooklyn 556,1261,106,971,119
 New York,564,Brooklyn,Brooklyn 564,959,44,761,109
 New York,570,Brooklyn,Brooklyn 570,1411,67,1149,138
 New York,579,Brooklyn,Brooklyn 579,478,41,333,70
 New York,584,Brooklyn,Brooklyn 584,1418,72,1054,257
 New York,586,Brooklyn,Brooklyn 586,801,46,638,68
 New York,2,Brooklyn,Brooklyn 2,361,45,182,100
 New York,7,Brooklyn,Brooklyn 7,1775,72,1612,73
 New York,642,Brooklyn,Brooklyn 642,862,53,682,93
 New York,680,Brooklyn,Brooklyn 680,640,42,517,61
 New York,724,Brooklyn,Brooklyn 724,651,52,495,91
 New York,728,Brooklyn,Brooklyn 728,1521,112,1118,241
 New York,750,Brooklyn,Brooklyn 750,853,58,620,120
 New York,760,Brooklyn,Brooklyn 760,1062,41,758,231
 New York,816,Brooklyn,Brooklyn 816,933,79,596,210
 New York,828,Brooklyn,Brooklyn 828,1365,133,881,320
 New York,832,Brooklyn,Brooklyn 832,705,18,560,106
 New York,850,Brooklyn,Brooklyn 850,452,40,294,87
 New York,371,Brooklyn,Brooklyn 371,1640,170,1105,330
 New York,379,Brooklyn,Brooklyn 379,1546,99,1066,297
 New York,412,Brooklyn,Brooklyn 412,1025,36,831,144
 New York,413,Brooklyn,Brooklyn 413,1359,201,840,306
 New York,414.02,Brooklyn,Brooklyn 414.02,679,78,492,94
 New York,417,Brooklyn,Brooklyn 417,1369,203,595,475
 New York,422,Brooklyn,Brooklyn 422,1061,182,733,107
 New York,427,Brooklyn,Brooklyn 427,1784,315,1094,244
 New York,436,Brooklyn,Brooklyn 436,1557,101,1153,257
 New York,443,Brooklyn,Brooklyn 443,1953,293,1290,251
 New York,446,Brooklyn,Brooklyn 446,634,15,486,87
 New York,608,Brooklyn,Brooklyn 608,1524,64,1235,208
 New York,54,Brooklyn,Brooklyn 54,1603,150,1163,179
 New York,62,Brooklyn,Brooklyn 62,1102,54,859,148
 New York,243,Brooklyn,Brooklyn 243,1691,160,1091,405
 New York,65,Brooklyn,Brooklyn 65,2436,75,2131,230
 New York,11,Brooklyn,Brooklyn 11,757,41,704,5
 New York,35,Brooklyn,Brooklyn 35,968,21,747,97
 New York,259.02,Brooklyn,Brooklyn 259.02,1173,120,604,449
 New York,270,Brooklyn,Brooklyn 270,852,59,571,172
 New York,273,Brooklyn,Brooklyn 273,1290,97,810,287
 New York,632,Brooklyn,Brooklyn 632,657,47,428,140
 New York,644,Brooklyn,Brooklyn 644,855,34,764,45
 New York,658,Brooklyn,Brooklyn 658,701,63,556,61
 New York,660,Brooklyn,Brooklyn 660,718,61,533,69
 New York,670,Brooklyn,Brooklyn 670,989,75,688,172
 New York,690,Brooklyn,Brooklyn 690,630,47,467,93
 New York,692,Brooklyn,Brooklyn 692,820,68,641,49
 New York,1120,Brooklyn,Brooklyn 1120,1109,26,817,227
 New York,274,Brooklyn,Brooklyn 274,1016,17,782,156
 New York,275,Brooklyn,Brooklyn 275,1671,165,1205,218
 New York,287,Brooklyn,Brooklyn 287,1240,58,766,335
 New York,1024,Brooklyn,Brooklyn 1024,723,9,604,76
 New York,988,Brooklyn,Brooklyn 988,1106,78,830,176
 New York,992,Brooklyn,Brooklyn 992,646,36,535,69
 New York,1010,Brooklyn,Brooklyn 1010,768,56,618,47
 New York,1124,Brooklyn,Brooklyn 1124,1229,114,873,94
 New York,1128,Brooklyn,Brooklyn 1128,1488,175,951,296
 New York,235,Brooklyn,Brooklyn 235,1419,102,920,341
 New York,240,Brooklyn,Brooklyn 240,1336,87,519,640
 New York,241,Brooklyn,Brooklyn 241,1036,99,574,298
 New York,250,Brooklyn,Brooklyn 250,532,102,336,74
 New York,254,Brooklyn,Brooklyn 254,1173,74,752,250
 New York,258,Brooklyn,Brooklyn 258,1508,164,1081,196
 New York,259.01,Brooklyn,Brooklyn 259.01,695,81,437,161
 New York,260,Brooklyn,Brooklyn 260,1095,96,703,249
 New York,538,Brooklyn,Brooklyn 538,2054,170,1282,464
 New York,525,Brooklyn,Brooklyn 525,1226,66,587,515
 New York,526,Brooklyn,Brooklyn 526,1829,117,1307,250
 New York,535,Brooklyn,Brooklyn 535,986,52,141,763
 New York,549,Brooklyn,Brooklyn 549,1619,97,1343,115
 New York,552,Brooklyn,Brooklyn 552,1448,79,1115,228
 New York,591,Brooklyn,Brooklyn 591,1866,96,1495,183
 New York,18,Brooklyn,Brooklyn 18,0,0,0,0
 New York,23,Brooklyn,Brooklyn 23,1612,59,798,710
 New York,29.01,Brooklyn,Brooklyn 29.01,1349,46,1000,259
 New York,34,Brooklyn,Brooklyn 34,1237,88,904,215
 New York,38,Brooklyn,Brooklyn 38,624,29,449,119
 New York,45,Brooklyn,Brooklyn 45,1671,80,1446,100
 New York,52.02,Brooklyn,Brooklyn 52.02,1351,92,1079,120
 New York,63,Brooklyn,Brooklyn 63,917,6,845,47
 New York,68,Brooklyn,Brooklyn 68,1823,145,1276,261
 New York,71,Brooklyn,Brooklyn 71,1762,168,1193,239
 New York,77,Brooklyn,Brooklyn 77,2139,121,1750,234
 New York,492,Brooklyn,Brooklyn 492,1087,74,690,255
 New York,502.02,Brooklyn,Brooklyn 502.02,1083,115,813,115
 New York,503,Brooklyn,Brooklyn 503,1263,144,928,108
 New York,519,Brooklyn,Brooklyn 519,2656,32,2260,331
 New York,530,Brooklyn,Brooklyn 530,1125,199,634,194
 New York,572,Brooklyn,Brooklyn 572,2304,189,1335,744
 New York,555,Brooklyn,Brooklyn 555,3273,106,3006,104
 New York,557,Brooklyn,Brooklyn 557,976,41,760,106
 New York,569,Brooklyn,Brooklyn 569,769,39,639,71
 New York,573,Brooklyn,Brooklyn 573,1064,53,858,113
 New York,575,Brooklyn,Brooklyn 575,2115,78,1628,278
 New York,1130,Brooklyn,Brooklyn 1130,1545,195,1112,182
 New York,1132,Brooklyn,Brooklyn 1132,622,46,469,43
 New York,1172.02,Brooklyn,Brooklyn 1172.02,1231,44,885,258
 New York,1184,Brooklyn,Brooklyn 1184,1508,89,1121,270
 New York,1186,Brooklyn,Brooklyn 1186,787,2,625,160
 New York,1188,Brooklyn,Brooklyn 1188,1392,43,1019,260
 New York,1194,Brooklyn,Brooklyn 1194,1298,68,869,297
 New York,1208,Brooklyn,Brooklyn 1208,3427,196,2281,893
 New York,1214,Brooklyn,Brooklyn 1214,1674,154,958,518
 New York,172,Brooklyn,Brooklyn 172,1067,65,844,121
 New York,175,Brooklyn,Brooklyn 175,0,0,0,0
 New York,182,Brooklyn,Brooklyn 182,1206,57,894,220
 New York,188,Brooklyn,Brooklyn 188,932,56,751,104
 New York,216,Brooklyn,Brooklyn 216,859,116,408,326
 New York,226,Brooklyn,Brooklyn 226,543,46,343,115
 New York,232,Brooklyn,Brooklyn 232,1201,140,330,548
 New York,238,Brooklyn,Brooklyn 238,1197,59,376,681
 New York,548,Brooklyn,Brooklyn 548,765,67,538,144
 New York,375,Brooklyn,Brooklyn 375,1313,267,819,165
 New York,846,Brooklyn,Brooklyn 846,712,13,558,106
 New York,902,Brooklyn,Brooklyn 902,854,117,498,220
 New York,906,Brooklyn,Brooklyn 906,1587,97,847,541
 New York,160,Brooklyn,Brooklyn 160,1573,30,1303,137
 New York,180,Brooklyn,Brooklyn 180,1047,29,901,91
 New York,203,Brooklyn,Brooklyn 203,679,21,563,62
 New York,205,Brooklyn,Brooklyn 205,1396,79,1171,61
 New York,214,Brooklyn,Brooklyn 214,520,44,333,118
 New York,217,Brooklyn,Brooklyn 217,1692,55,1332,235
 New York,242,Brooklyn,Brooklyn 242,751,62,392,215
 New York,244,Brooklyn,Brooklyn 244,928,75,534,266
 New York,261,Brooklyn,Brooklyn 261,2170,376,1193,400
 New York,277,Brooklyn,Brooklyn 277,1765,216,1001,432
 New York,282,Brooklyn,Brooklyn 282,1212,92,945,112
 New York,288,Brooklyn,Brooklyn 288,1093,75,819,166
 New York,290,Brooklyn,Brooklyn 290,1573,108,972,402
 New York,302,Brooklyn,Brooklyn 302,1490,105,1104,190
 New York,308,Brooklyn,Brooklyn 308,767,21,574,137
 New York,200,Brooklyn,Brooklyn 200,776,21,640,80
 New York,176,Brooklyn,Brooklyn 176,895,89,706,91
 New York,218,Brooklyn,Brooklyn 218,852,31,268,529
 New York,185.01,Brooklyn,Brooklyn 185.01,1780,114,1131,473
 New York,202,Brooklyn,Brooklyn 202,632,14,542,60
 New York,208,Brooklyn,Brooklyn 208,1017,37,813,75
 New York,229,Brooklyn,Brooklyn 229,1770,114,1243,378
 New York,233,Brooklyn,Brooklyn 233,2106,107,1450,492
 New York,245,Brooklyn,Brooklyn 245,1739,143,1276,205
 New York,582,Brooklyn,Brooklyn 582,977,40,708,193
 New York,598,Brooklyn,Brooklyn 598,1299,119,1020,107
 New York,251,Brooklyn,Brooklyn 251,1477,163,992,275
 New York,255,Brooklyn,Brooklyn 255,1904,193,1085,520
 New York,264,Brooklyn,Brooklyn 264,1541,82,1233,151
 New York,269,Brooklyn,Brooklyn 269,1254,110,807,203
 New York,281,Brooklyn,Brooklyn 281,1826,179,1242,337
 New York,284,Brooklyn,Brooklyn 284,1269,97,893,252
 New York,293,Brooklyn,Brooklyn 293,1374,193,724,341
 New York,303,Brooklyn,Brooklyn 303,1852,116,1091,547
 New York,315,Brooklyn,Brooklyn 315,2378,175,1546,487
 New York,70,Brooklyn,Brooklyn 70,1048,53,781,197
 New York,106,Brooklyn,Brooklyn 106,1215,14,759,379
 New York,108,Brooklyn,Brooklyn 108,1290,79,812,366
 New York,121,Brooklyn,Brooklyn 121,850,34,739,52
 New York,129.02,Brooklyn,Brooklyn 129.02,917,31,759,71
 New York,137,Brooklyn,Brooklyn 137,1497,99,1117,239
 New York,143,Brooklyn,Brooklyn 143,1409,52,1154,160
 New York,151,Brooklyn,Brooklyn 151,1680,15,1531,93
 New York,154,Brooklyn,Brooklyn 154,0,0,0,0
 New York,157,Brooklyn,Brooklyn 157,1986,69,1784,80
 New York,165,Brooklyn,Brooklyn 165,2444,162,2162,52
 New York,178,Brooklyn,Brooklyn 178,919,50,669,160
 New York,179,Brooklyn,Brooklyn 179,1599,159,1015,339
 New York,191,Brooklyn,Brooklyn 191,1074,24,952,87
 New York,362,Brooklyn,Brooklyn 362,1220,75,821,265
 New York,366,Brooklyn,Brooklyn 366,1392,80,977,305
 New York,359,Brooklyn,Brooklyn 359,2203,102,1325,647
 New York,360.01,Brooklyn,Brooklyn 360.01,1713,28,944,643
 New York,361,Brooklyn,Brooklyn 361,1115,75,561,455
 New York,363,Brooklyn,Brooklyn 363,1840,61,1150,541
 New York,505,Brooklyn,Brooklyn 505,1901,126,1276,468
 New York,468,Brooklyn,Brooklyn 468,490,30,263,191
 New York,484,Brooklyn,Brooklyn 484,1646,123,1081,397
 New York,495,Brooklyn,Brooklyn 495,1211,91,1024,86
 New York,537,Brooklyn,Brooklyn 537,671,47,90,499
 New York,543,Brooklyn,Brooklyn 543,197,4,170,5
 New York,558,Brooklyn,Brooklyn 558,908,47,655,155
 New York,628,Brooklyn,Brooklyn 628,1692,111,1199,307
 New York,565,Brooklyn,Brooklyn 565,1520,85,1171,249
 New York,568,Brooklyn,Brooklyn 568,562,12,486,60
 New York,610.02,Brooklyn,Brooklyn 610.02,1997,199,1484,296
 New York,592,Brooklyn,Brooklyn 592,1701,91,1314,245
 New York,636,Brooklyn,Brooklyn 636,461,17,402,29
 New York,648,Brooklyn,Brooklyn 648,624,7,534,57
 New York,652,Brooklyn,Brooklyn 652,498,20,384,26
 New York,662,Brooklyn,Brooklyn 662,626,54,452,62
 New York,676,Brooklyn,Brooklyn 676,553,17,377,83
 New York,698,Brooklyn,Brooklyn 698,463,22,421,20
 New York,720,Brooklyn,Brooklyn 720,661,23,494,92
 New York,736,Brooklyn,Brooklyn 736,1207,63,980,128
 New York,742,Brooklyn,Brooklyn 742,912,89,678,107
 New York,746,Brooklyn,Brooklyn 746,728,42,593,63
 New York,766,Brooklyn,Brooklyn 766,766,29,607,57
 New York,770,Brooklyn,Brooklyn 770,1043,126,775,61
 New York,780,Brooklyn,Brooklyn 780,686,5,583,92
 New York,784,Brooklyn,Brooklyn 784,793,57,644,85
 New York,1142.02,Brooklyn,Brooklyn 1142.02,905,21,641,201
 New York,1176.01,Brooklyn,Brooklyn 1176.01,942,46,658,180
 New York,453,Brooklyn,Brooklyn 453,695,114,456,58
 New York,499,Brooklyn,Brooklyn 499,880,53,628,153
 New York,488,Brooklyn,Brooklyn 488,1371,49,964,288
 New York,491,Brooklyn,Brooklyn 491,2724,171,1883,508
 New York,496,Brooklyn,Brooklyn 496,1385,78,1048,199
 New York,504,Brooklyn,Brooklyn 504,2011,106,1735,158
 New York,533,Brooklyn,Brooklyn 533,1654,120,179,1297
 New York,553,Brooklyn,Brooklyn 553,1482,74,1222,132
 New York,563,Brooklyn,Brooklyn 563,2223,178,1465,476
 New York,594.01,Brooklyn,Brooklyn 594.01,3032,166,2429,370
 New York,600,Brooklyn,Brooklyn 600,2559,154,2023,334
 New York,606,Brooklyn,Brooklyn 606,1113,51,742,224
 New York,674,Brooklyn,Brooklyn 674,575,20,477,36
 New York,686,Brooklyn,Brooklyn 686,663,39,435,132
 New York,321,Brooklyn,Brooklyn 321,2129,105,1478,416
 New York,328,Brooklyn,Brooklyn 328,976,8,637,277
 New York,351,Brooklyn,Brooklyn 351,1657,80,1085,408
 New York,732,Brooklyn,Brooklyn 732,795,75,566,154
 New York,740,Brooklyn,Brooklyn 740,1063,94,795,123
 New York,748,Brooklyn,Brooklyn 748,638,57,484,74
 New York,754,Brooklyn,Brooklyn 754,436,20,319,42
 New York,762,Brooklyn,Brooklyn 762,1571,117,1115,247
 New York,818,Brooklyn,Brooklyn 818,1607,110,1098,311
 New York,822,Brooklyn,Brooklyn 822,2809,171,1459,1091
 New York,830,Brooklyn,Brooklyn 830,2286,201,1762,323
 New York,834,Brooklyn,Brooklyn 834,537,36,383,98
 New York,528,Brooklyn,Brooklyn 528,644,41,439,131
 New York,550,Brooklyn,Brooklyn 550,1383,160,922,260
 New York,589,Brooklyn,Brooklyn 589,768,49,507,125
 New York,626,Brooklyn,Brooklyn 626,1047,27,857,135
 New York,263,Brooklyn,Brooklyn 263,842,114,541,166
 New York,279,Brooklyn,Brooklyn 279,1555,275,821,431
 New York,286,Brooklyn,Brooklyn 286,1986,114,1258,459
 New York,612,Brooklyn,Brooklyn 612,405,30,302,69
 New York,445,Brooklyn,Brooklyn 445,1662,190,1157,186
 New York,472,Brooklyn,Brooklyn 472,613,30,232,319
 New York,544,Brooklyn,Brooklyn 544,1241,139,804,260
 New York,682,Brooklyn,Brooklyn 682,842,27,617,169
 New York,806,Brooklyn,Brooklyn 806,1253,79,883,222
 New York,854,Brooklyn,Brooklyn 854,701,15,495,176
 New York,910,Brooklyn,Brooklyn 910,2418,129,973,1191
 New York,170,Brooklyn,Brooklyn 170,1141,49,849,208
 New York,571,Brooklyn,Brooklyn 571,1812,139,1313,330
 New York,700,Brooklyn,Brooklyn 700,628,81,430,99
 New York,758,Brooklyn,Brooklyn 758,613,26,460,70
 New York,864,Brooklyn,Brooklyn 864,740,20,518,179
 New York,866,Brooklyn,Brooklyn 866,1166,80,747,271
 New York,876,Brooklyn,Brooklyn 876,706,53,422,206
 New York,13,Brooklyn,Brooklyn 13,932,58,775,78
 New York,20,Brooklyn,Brooklyn 20,407,25,215,97
 New York,36,Brooklyn,Brooklyn 36,1796,184,1447,96
 New York,39,Brooklyn,Brooklyn 39,1176,116,848,118
 New York,75,Brooklyn,Brooklyn 75,2055,123,1794,27
 New York,76,Brooklyn,Brooklyn 76,1402,48,856,394
 New York,84,Brooklyn,Brooklyn 84,1156,238,638,240
 New York,998,Brooklyn,Brooklyn 998,1318,46,1080,169
 New York,1022,Brooklyn,Brooklyn 1022,754,23,615,91
 New York,840,Brooklyn,Brooklyn 840,804,12,637,155
 New York,147,Brooklyn,Brooklyn 147,891,57,768,36
 New York,213,Brooklyn,Brooklyn 213,1956,116,1348,375
 New York,246,Brooklyn,Brooklyn 246,923,54,611,215
 New York,301,Brooklyn,Brooklyn 301,1088,20,685,326
 New York,330,Brooklyn,Brooklyn 330,1827,110,1304,375
 New York,212,Brooklyn,Brooklyn 212,1369,38,1025,215
 New York,381,Brooklyn,Brooklyn 381,2136,97,1310,605
 New York,404,Brooklyn,Brooklyn 404,845,51,582,167
 New York,276,Brooklyn,Brooklyn 276,1193,151,746,214
 New York,386,Brooklyn,Brooklyn 386,1070,41,849,108
 New York,430,Brooklyn,Brooklyn 430,1229,171,730,250
 New York,486,Brooklyn,Brooklyn 486,902,64,598,195
 New York,1028,Brooklyn,Brooklyn 1028,521,14,438,69
 New York,1110,Brooklyn,Brooklyn 1110,1512,26,984,384
 New York,1122,Brooklyn,Brooklyn 1122,1228,67,783,330
 New York,1126,Brooklyn,Brooklyn 1126,1401,152,652,429
 New York,1146,Brooklyn,Brooklyn 1146,951,135,508,224
 New York,1152,Brooklyn,Brooklyn 1152,1027,163,664,176
 New York,266,Brooklyn,Brooklyn 266,1080,25,856,160
 New York,268,Brooklyn,Brooklyn 268,1348,59,1077,184
 New York,280,Brooklyn,Brooklyn 280,629,58,460,99
 New York,294,Brooklyn,Brooklyn 294,611,11,443,98
 New York,333,Brooklyn,Brooklyn 333,1321,126,816,269
 New York,360.02,Brooklyn,Brooklyn 360.02,2091,138,1058,696
 New York,383,Brooklyn,Brooklyn 383,1723,71,1198,331
 New York,385,Brooklyn,Brooklyn 385,1317,158,895,215
 New York,820,Brooklyn,Brooklyn 820,1880,193,1112,491
 New York,390,Brooklyn,Brooklyn 390,723,26,551,110
 New York,411,Brooklyn,Brooklyn 411,1158,142,566,399
 New York,420,Brooklyn,Brooklyn 420,525,32,351,113
 New York,702.03,Brooklyn,Brooklyn 702.03,0,0,0,0
 New York,706,Brooklyn,Brooklyn 706,965,36,832,68
 New York,800,Brooklyn,Brooklyn 800,1400,39,1070,257
 New York,848,Brooklyn,Brooklyn 848,578,21,446,98
 New York,860,Brooklyn,Brooklyn 860,1274,54,896,303
 New York,872,Brooklyn,Brooklyn 872,1107,29,788,275
 New York,892,Brooklyn,Brooklyn 892,1525,183,797,515
 New York,928,Brooklyn,Brooklyn 928,1209,22,834,291
 New York,936,Brooklyn,Brooklyn 936,631,64,501,45
 New York,958,Brooklyn,Brooklyn 958,1218,50,867,222
 New York,974,Brooklyn,Brooklyn 974,707,61,546,79
 New York,990,Brooklyn,Brooklyn 990,479,15,420,37
 New York,1098,Brooklyn,Brooklyn 1098,608,14,449,126
 New York,1150,Brooklyn,Brooklyn 1150,887,65,601,189
 New York,1200,Brooklyn,Brooklyn 1200,798,33,648,86
 New York,161,Brooklyn,Brooklyn 161,1382,14,1248,49
 New York,164,Brooklyn,Brooklyn 164,304,45,248,0
 New York,168,Brooklyn,Brooklyn 168,726,57,575,61
 New York,394,Brooklyn,Brooklyn 394,693,66,437,169
 New York,317.01,Brooklyn,Brooklyn 317.01,1371,57,1066,219
 New York,285.02,Brooklyn,Brooklyn 285.02,1194,77,658,415
 New York,298,Brooklyn,Brooklyn 298,1264,67,926,219
 New York,300,Brooklyn,Brooklyn 300,1406,83,993,312
 New York,323,Brooklyn,Brooklyn 323,1512,83,1134,281
 New York,325,Brooklyn,Brooklyn 325,2575,213,1411,715
 New York,329,Brooklyn,Brooklyn 329,2406,142,1503,553
 New York,339,Brooklyn,Brooklyn 339,1945,243,1042,580
 New York,345,Brooklyn,Brooklyn 345,1142,82,878,164
 New York,678,Brooklyn,Brooklyn 678,876,28,708,140
 New York,702.02,Brooklyn,Brooklyn 702.02,8,0,8,0
 New York,726,Brooklyn,Brooklyn 726,659,41,550,52
 New York,738,Brooklyn,Brooklyn 738,1160,98,860,129
 New York,776,Brooklyn,Brooklyn 776,1706,143,1277,234
 New York,802,Brooklyn,Brooklyn 802,1992,193,1157,532
 New York,810,Brooklyn,Brooklyn 810,895,28,637,176
 New York,814,Brooklyn,Brooklyn 814,1035,59,770,155
 New York,852,Brooklyn,Brooklyn 852,0,0,0,0
 New York,1,Brooklyn,Brooklyn 1,2332,84,1873,219
 New York,3.01,Brooklyn,Brooklyn 3.01,1873,143,1544,137
 New York,49,Brooklyn,Brooklyn 49,997,40,932,25
 New York,50,Brooklyn,Brooklyn 50,968,45,858,51
 New York,60,Brooklyn,Brooklyn 60,1011,94,765,140
 New York,67,Brooklyn,Brooklyn 67,1523,47,1389,58
 New York,114,Brooklyn,Brooklyn 114,1070,67,537,412
 New York,118,Brooklyn,Brooklyn 118,568,43,419,86
 New York,127,Brooklyn,Brooklyn 127,1643,71,1097,363
 New York,133,Brooklyn,Brooklyn 133,1826,37,1671,96
 New York,155,Brooklyn,Brooklyn 155,1544,85,1325,61
 New York,171,Brooklyn,Brooklyn 171,1609,48,1437,100
 New York,174,Brooklyn,Brooklyn 174,721,12,535,139
 New York,183,Brooklyn,Brooklyn 183,1215,37,1121,7
 New York,220,Brooklyn,Brooklyn 220,1167,96,379,668
